Mod:Item:MetaData, Localized Name
openblocks:glyph:102, 'f' Glyph
openblocks:glyph:103, 'g' Glyph
openblocks:glyph:104, 'h' Glyph
openblocks:glyph:105, 'i' Glyph
openblocks:glyph:106, 'j' Glyph
openblocks:glyph:107, 'k' Glyph
openblocks:glyph:108, 'l' Glyph
openblocks:glyph:109, 'm' Glyph
openblocks:glyph:110, 'n' Glyph
openblocks:glyph:111, 'o' Glyph
openblocks:glyph:112, 'p' Glyph
openblocks:glyph:113, 'q' Glyph
openblocks:glyph:114, 'r' Glyph
openblocks:glyph:115, 's' Glyph
openblocks:glyph:116, 't' Glyph
openblocks:glyph:117, 'u' Glyph
openblocks:glyph:118, 'v' Glyph
openblocks:glyph:119, 'w' Glyph
openblocks:glyph:120, 'x' Glyph
openblocks:glyph:121, 'y' Glyph
openblocks:glyph:122, 'z' Glyph
thermaldynamics:duct_0:0, Leadstone Fluxduct
thermaldynamics:duct_0:1, Hardened Fluxduct
thermaldynamics:duct_0:2, Redstone Energy Fluxduct
thermaldynamics:duct_0:3, Signalum Fluxduct
thermaldynamics:duct_0:4, Resonant Fluxduct
thermaldynamics:duct_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:duct_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:duct_0:7, Signalum Fluxduct (Empty)
thermaldynamics:duct_0:8, Resonant Fluxduct (Empty)
thermaldynamics:duct_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:duct_16:0, Fluiduct
thermaldynamics:duct_16:1, Fluiduct (Opaque)
thermaldynamics:duct_16:2, Hardened Fluiduct
thermaldynamics:duct_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:duct_16:4, Signalum-Plated Fluiduct
thermaldynamics:duct_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:duct_16:6, Super-Laminar Fluiduct
thermaldynamics:duct_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:duct_32:0, Vacuum Itemduct
thermaldynamics:duct_32:0, Dense Itemduct
thermaldynamics:duct_32:0, Itemduct
thermaldynamics:duct_32:1, Vacuum Itemduct (Opaque)
thermaldynamics:duct_32:1, Dense Itemduct (Opaque)
thermaldynamics:duct_32:1, Itemduct (Opaque)
thermaldynamics:duct_32:2, Vacuum Impulse Itemduct
thermaldynamics:duct_32:2, Dense Impulse Itemduct
thermaldynamics:duct_32:2, Impulse Itemduct
thermaldynamics:duct_32:3, Vacuum Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Dense Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Impulse Itemduct (Opaque)
thermaldynamics:duct_32:4, Vacuum Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Dense Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Signalum-Plated Itemduct
thermaldynamics:duct_32:5, Vacuum Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Dense Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:6, Vacuum Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Dense Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:7, Vacuum Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Dense Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_48:0, Structuralduct
thermaldynamics:duct_64:0, Viaduct
thermaldynamics:duct_64:1, Long Range Viaduct
thermaldynamics:duct_64:2, Long Range Linking Viaduct
thermaldynamics:duct_64:3, Viaduct (Untreated)
thermaldynamics:servo:0, Servo
thermaldynamics:servo:1, Hardened Servo
thermaldynamics:servo:2, Reinforced Servo
thermaldynamics:servo:3, Signalum Servo
thermaldynamics:servo:4, Resonant Servo
thermaldynamics:filter:0, Filter
thermaldynamics:filter:1, Hardened Filter
thermaldynamics:filter:2, Reinforced Filter
thermaldynamics:filter:3, Signalum Filter
thermaldynamics:filter:4, Resonant Filter
thermaldynamics:retriever:0, Retriever
thermaldynamics:retriever:1, Hardened Retriever
thermaldynamics:retriever:2, Reinforced Retriever
thermaldynamics:retriever:3, Signalum Retriever
thermaldynamics:retriever:4, Resonant Retriever
thermaldynamics:relay:0, Redstone Relay
thermaldynamics:cover:0, Stone Cover
thermaldynamics:cover:0, Granite Cover
thermaldynamics:cover:0, Polished Granite Cover
thermaldynamics:cover:0, Diorite Cover
thermaldynamics:cover:0, Polished Diorite Cover
thermaldynamics:cover:0, Andesite Cover
thermaldynamics:cover:0, Polished Andesite Cover
thermaldynamics:cover:0, Grass Block Cover
thermaldynamics:cover:0, Dirt Cover
thermaldynamics:cover:0, Coarse Dirt Cover
thermaldynamics:cover:0, Podzol Cover
thermaldynamics:cover:0, Cobblestone Cover
thermaldynamics:cover:0, Oak Wood Planks Cover
thermaldynamics:cover:0, Spruce Wood Planks Cover
thermaldynamics:cover:0, Birch Wood Planks Cover
thermaldynamics:cover:0, Jungle Wood Planks Cover
thermaldynamics:cover:0, Acacia Wood Planks Cover
thermaldynamics:cover:0, Dark Oak Wood Planks Cover
thermaldynamics:cover:0, Bedrock Cover
thermaldynamics:cover:0, Sand Cover
thermaldynamics:cover:0, Red Sand Cover
thermaldynamics:cover:0, Gravel Cover
thermaldynamics:cover:0, Gold Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Coal Ore Cover
thermaldynamics:cover:0, Oak Wood Cover
thermaldynamics:cover:0, Spruce Wood Cover
thermaldynamics:cover:0, Birch Wood Cover
thermaldynamics:cover:0, Jungle Wood Cover
thermaldynamics:cover:0, Oak Leaves Cover
thermaldynamics:cover:0, Spruce Leaves Cover
thermaldynamics:cover:0, Birch Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Wet Sponge Cover
thermaldynamics:cover:0, Glass Cover
thermaldynamics:cover:0, Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Lapis Lazuli Block Cover
thermaldynamics:cover:0, Sandstone Cover
thermaldynamics:cover:0, Chiseled Sandstone Cover
thermaldynamics:cover:0, Smooth Sandstone Cover
thermaldynamics:cover:0, White Wool Cover
thermaldynamics:cover:0, Orange Wool Cover
thermaldynamics:cover:0, Magenta Wool Cover
thermaldynamics:cover:0, Light Blue Wool Cover
thermaldynamics:cover:0, Yellow Wool Cover
thermaldynamics:cover:0, Lime Wool Cover
thermaldynamics:cover:0, Pink Wool Cover
thermaldynamics:cover:0, Gray Wool Cover
thermaldynamics:cover:0, Light Gray Wool Cover
thermaldynamics:cover:0, Cyan Wool Cover
thermaldynamics:cover:0, Purple Wool Cover
thermaldynamics:cover:0, Blue Wool Cover
thermaldynamics:cover:0, Brown Wool Cover
thermaldynamics:cover:0, Green Wool Cover
thermaldynamics:cover:0, Red Wool Cover
thermaldynamics:cover:0, Black Wool Cover
thermaldynamics:cover:0, Block of Gold Cover
thermaldynamics:cover:0, Block of Iron Cover
thermaldynamics:cover:0, Stone Slab Cover
thermaldynamics:cover:0, Sandstone Slab Cover
thermaldynamics:cover:0, Cobblestone Slab Cover
thermaldynamics:cover:0, Bricks Slab Cover
thermaldynamics:cover:0, Stone Bricks Slab Cover
thermaldynamics:cover:0, Nether Brick Slab Cover
thermaldynamics:cover:0, Quartz Slab Cover
thermaldynamics:cover:0, Bricks Cover
thermaldynamics:cover:0, TNT Cover
thermaldynamics:cover:0, Oak Bookshelf Cover
thermaldynamics:cover:0, Moss Stone Cover
thermaldynamics:cover:0, Obsidian Cover
thermaldynamics:cover:0, Oak Wood Stairs Cover
thermaldynamics:cover:0, Diamond Ore Cover
thermaldynamics:cover:0, Block of Diamond Cover
thermaldynamics:cover:0, Crafting Table Cover
thermaldynamics:cover:0, Cobblestone Stairs Cover
thermaldynamics:cover:0, Redstone Ore Cover
thermaldynamics:cover:0, Ice Cover
thermaldynamics:cover:0, Snow Cover
thermaldynamics:cover:0, Cactus Cover
thermaldynamics:cover:0, Clay Cover
thermaldynamics:cover:0, Pumpkin Cover
thermaldynamics:cover:0, Netherrack Cover
thermaldynamics:cover:0, Soul Sand Cover
thermaldynamics:cover:0, Glowstone Cover
thermaldynamics:cover:0, Jack o'Lantern Cover
thermaldynamics:cover:0, White Stained Glass Cover
thermaldynamics:cover:0, Orange Stained Glass Cover
thermaldynamics:cover:0, Magenta Stained Glass Cover
thermaldynamics:cover:0, Light Blue Stained Glass Cover
thermaldynamics:cover:0, Yellow Stained Glass Cover
thermaldynamics:cover:0, Lime Stained Glass Cover
thermaldynamics:cover:0, Pink Stained Glass Cover
thermaldynamics:cover:0, Gray Stained Glass Cover
thermaldynamics:cover:0, Light Gray Stained Glass Cover
thermaldynamics:cover:0, Cyan Stained Glass Cover
thermaldynamics:cover:0, Purple Stained Glass Cover
thermaldynamics:cover:0, Blue Stained Glass Cover
thermaldynamics:cover:0, Brown Stained Glass Cover
thermaldynamics:cover:0, Green Stained Glass Cover
thermaldynamics:cover:0, Red Stained Glass Cover
thermaldynamics:cover:0, Black Stained Glass Cover
thermaldynamics:cover:0, Stone Monster Egg Cover
thermaldynamics:cover:0, Cobblestone Monster Egg Cover
thermaldynamics:cover:0, Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Mossy Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Cracked Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Chiseled Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Stone Bricks Cover
thermaldynamics:cover:0, Mossy Stone Bricks Cover
thermaldynamics:cover:0, Cracked Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Stone Bricks Cover
thermaldynamics:cover:0, Iron Bars Cover
thermaldynamics:cover:0, Glass Pane Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Brick Stairs Cover
thermaldynamics:cover:0, Stone Brick Stairs Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, Nether Brick Stairs Cover
thermaldynamics:cover:0, End Portal Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
thermaldynamics:cover:0, Oak Wood Slab Cover
thermaldynamics:cover:0, Spruce Wood Slab Cover
thermaldynamics:cover:0, Birch Wood Slab Cover
thermaldynamics:cover:0, Jungle Wood Slab Cover
thermaldynamics:cover:0, Acacia Wood Slab Cover
thermaldynamics:cover:0, Dark Oak Wood Slab Cover
thermaldynamics:cover:0, Sandstone Stairs Cover
thermaldynamics:cover:0, Emerald Ore Cover
thermaldynamics:cover:0, Tripwire Hook Cover
thermaldynamics:cover:0, Block of Emerald Cover
thermaldynamics:cover:0, Spruce Wood Stairs Cover
thermaldynamics:cover:0, Birch Wood Stairs Cover
thermaldynamics:cover:0, Jungle Wood Stairs Cover
thermaldynamics:cover:0, Block of Redstone Cover
thermaldynamics:cover:0, Nether Quartz Ore Cover
thermaldynamics:cover:0, Block of Quartz Cover
thermaldynamics:cover:0, Chiseled Quartz Block Cover
thermaldynamics:cover:0, Pillar Quartz Block Cover
thermaldynamics:cover:0, Quartz Stairs Cover
thermaldynamics:cover:0, White Terracotta Cover
thermaldynamics:cover:0, Orange Terracotta Cover
thermaldynamics:cover:0, Magenta Terracotta Cover
thermaldynamics:cover:0, Light Blue Terracotta Cover
thermaldynamics:cover:0, Yellow Terracotta Cover
thermaldynamics:cover:0, Lime Terracotta Cover
thermaldynamics:cover:0, Pink Terracotta Cover
thermaldynamics:cover:0, Gray Terracotta Cover
thermaldynamics:cover:0, Light Gray Terracotta Cover
thermaldynamics:cover:0, Cyan Terracotta Cover
thermaldynamics:cover:0, Purple Terracotta Cover
thermaldynamics:cover:0, Blue Terracotta Cover
thermaldynamics:cover:0, Brown Terracotta Cover
thermaldynamics:cover:0, Green Terracotta Cover
thermaldynamics:cover:0, Red Terracotta Cover
thermaldynamics:cover:0, Black Terracotta Cover
thermaldynamics:cover:0, White Stained Glass Pane Cover
thermaldynamics:cover:0, Orange Stained Glass Pane Cover
thermaldynamics:cover:0, Magenta Stained Glass Pane Cover
thermaldynamics:cover:0, Light Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Yellow Stained Glass Pane Cover
thermaldynamics:cover:0, Lime Stained Glass Pane Cover
thermaldynamics:cover:0, Pink Stained Glass Pane Cover
thermaldynamics:cover:0, Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Light Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Cyan Stained Glass Pane Cover
thermaldynamics:cover:0, Purple Stained Glass Pane Cover
thermaldynamics:cover:0, Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Brown Stained Glass Pane Cover
thermaldynamics:cover:0, Green Stained Glass Pane Cover
thermaldynamics:cover:0, Red Stained Glass Pane Cover
thermaldynamics:cover:0, Black Stained Glass Pane Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Acacia Wood Cover
thermaldynamics:cover:0, Dark Oak Wood Cover
thermaldynamics:cover:0, Acacia Wood Stairs Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs Cover
thermaldynamics:cover:0, Prismarine Cover
thermaldynamics:cover:0, Prismarine Bricks Cover
thermaldynamics:cover:0, Dark Prismarine Cover
thermaldynamics:cover:0, Sea Lantern Cover
thermaldynamics:cover:0, Hay Bale Cover
thermaldynamics:cover:0, Terracotta Cover
thermaldynamics:cover:0, Block of Coal Cover
thermaldynamics:cover:0, Packed Ice Cover
thermaldynamics:cover:0, Red Sandstone Cover
thermaldynamics:cover:0, Chiseled Red Sandstone Cover
thermaldynamics:cover:0, Smooth Red Sandstone Cover
thermaldynamics:cover:0, Red Sandstone Stairs Cover
thermaldynamics:cover:0, Red Sandstone Slab Cover
thermaldynamics:cover:0, Purpur Block Cover
thermaldynamics:cover:0, Purpur Pillar Cover
thermaldynamics:cover:0, Purpur Stairs Cover
thermaldynamics:cover:0, Purpur Slab Cover
thermaldynamics:cover:0, End Stone Bricks Cover
thermaldynamics:cover:0, Magma Block Cover
thermaldynamics:cover:0, Nether Wart Block Cover
thermaldynamics:cover:0, Red Nether Brick Cover
thermaldynamics:cover:0, Bone Block Cover
thermaldynamics:cover:0, Observer Cover
thermaldynamics:cover:0, White Glazed Terracotta Cover
thermaldynamics:cover:0, Orange Glazed Terracotta Cover
thermaldynamics:cover:0, Magenta Glazed Terracotta Cover
thermaldynamics:cover:0, Light Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Yellow Glazed Terracotta Cover
thermaldynamics:cover:0, Lime Glazed Terracotta Cover
thermaldynamics:cover:0, Pink Glazed Terracotta Cover
thermaldynamics:cover:0, Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Light Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Cyan Glazed Terracotta Cover
thermaldynamics:cover:0, Purple Glazed Terracotta Cover
thermaldynamics:cover:0, Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Brown Glazed Terracotta Cover
thermaldynamics:cover:0, Green Glazed Terracotta Cover
thermaldynamics:cover:0, Red Glazed Terracotta Cover
thermaldynamics:cover:0, Black Glazed Terracotta Cover
thermaldynamics:cover:0, White Concrete Cover
thermaldynamics:cover:0, Orange Concrete Cover
thermaldynamics:cover:0, Magenta Concrete Cover
thermaldynamics:cover:0, Light Blue Concrete Cover
thermaldynamics:cover:0, Yellow Concrete Cover
thermaldynamics:cover:0, Lime Concrete Cover
thermaldynamics:cover:0, Pink Concrete Cover
thermaldynamics:cover:0, Gray Concrete Cover
thermaldynamics:cover:0, Light Gray Concrete Cover
thermaldynamics:cover:0, Cyan Concrete Cover
thermaldynamics:cover:0, Purple Concrete Cover
thermaldynamics:cover:0, Blue Concrete Cover
thermaldynamics:cover:0, Brown Concrete Cover
thermaldynamics:cover:0, Green Concrete Cover
thermaldynamics:cover:0, Red Concrete Cover
thermaldynamics:cover:0, Black Concrete Cover
thermaldynamics:cover:0, White Concrete Powder Cover
thermaldynamics:cover:0, Orange Concrete Powder Cover
thermaldynamics:cover:0, Magenta Concrete Powder Cover
thermaldynamics:cover:0, Light Blue Concrete Powder Cover
thermaldynamics:cover:0, Yellow Concrete Powder Cover
thermaldynamics:cover:0, Lime Concrete Powder Cover
thermaldynamics:cover:0, Pink Concrete Powder Cover
thermaldynamics:cover:0, Gray Concrete Powder Cover
thermaldynamics:cover:0, Light Gray Concrete Powder Cover
thermaldynamics:cover:0, Cyan Concrete Powder Cover
thermaldynamics:cover:0, Purple Concrete Powder Cover
thermaldynamics:cover:0, Blue Concrete Powder Cover
thermaldynamics:cover:0, Brown Concrete Powder Cover
thermaldynamics:cover:0, Green Concrete Powder Cover
thermaldynamics:cover:0, Red Concrete Powder Cover
thermaldynamics:cover:0, Black Concrete Powder Cover
thermaldynamics:cover:0, Weapon Box Cover
thermaldynamics:cover:0, §9NEXUS§r Cover
thermaldynamics:cover:0, §cNEXUS§r Cover
thermaldynamics:cover:0, §eNEXUS§r Cover
thermaldynamics:cover:0, §aNEXUS§r Cover
thermaldynamics:cover:0, Ruby Block Cover
thermaldynamics:cover:0, Sapphire Block Cover
thermaldynamics:cover:0, Amethyst Block Cover
thermaldynamics:cover:0, Topaz Block Cover
thermaldynamics:cover:0, Amber Block Cover
thermaldynamics:cover:0, Withered Iron Block Cover
thermaldynamics:cover:0, Ruby Ore Cover
thermaldynamics:cover:0, Sapphire Ore Cover
thermaldynamics:cover:0, Amethyst Ore Cover
thermaldynamics:cover:0, Topaz Ore Cover
thermaldynamics:cover:0, Amber Ore Cover
thermaldynamics:cover:0, Barbed Wire Cover
thermaldynamics:cover:0, Razor Wire Cover
thermaldynamics:cover:0, Nail Trap Cover
thermaldynamics:cover:0, Toxic Nail Trap Cover
thermaldynamics:cover:0, Explosive Mine Cover
thermaldynamics:cover:0, Toxic Mine Cover
thermaldynamics:cover:0, Bear Trap Cover
thermaldynamics:cover:0, Dirt Fall Trap Cover
thermaldynamics:cover:0, Planks Fall Trap Cover
thermaldynamics:cover:0, Stone Fall Trap Cover
thermaldynamics:cover:0, Barbed Wire Fence Cover
thermaldynamics:cover:0, Barricade Cover
thermaldynamics:cover:0, Spikes Cover
thermaldynamics:cover:0, Toxic Spikes Cover
thermaldynamics:cover:0, Time Bomb Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
